measure,location,sex,age,cause,rei,metric,year,val (lower to upper)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2006,0.16 (0.04 to 0.34)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2006,0.37 (0.08 to 0.80)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2007,0.16 (0.04 to 0.33)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2007,0.36 (0.08 to 0.79)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2008,0.16 (0.04 to 0.34)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2008,0.36 (0.08 to 0.77)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2009,0.16 (0.04 to 0.35)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2009,0.36 (0.08 to 0.77)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2010,0.16 (0.04 to 0.34)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2010,0.35 (0.08 to 0.76)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2011,0.16 (0.04 to 0.35)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2011,0.35 (0.08 to 0.74)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2012,0.16 (0.04 to 0.34)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2012,0.34 (0.08 to 0.73)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2013,0.15 (0.04 to 0.33)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2013,0.33 (0.07 to 0.70)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2014,0.15 (0.04 to 0.32)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2014,0.32 (0.07 to 0.69)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2015,0.15 (0.04 to 0.32)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2015,0.32 (0.07 to 0.68)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2016,0.15 (0.04 to 0.32)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2016,0.32 (0.07 to 0.68)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2017,0.15 (0.04 to 0.33)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2017,0.32 (0.07 to 0.69)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2018,0.15 (0.04 to 0.32)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2018,0.33 (0.07 to 0.70)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2019,0.15 (0.04 to 0.33)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2019,0.33 (0.07 to 0.70)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2020,0.15 (0.04 to 0.33)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2020,0.33 (0.08 to 0.71)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2021,0.16 (0.04 to 0.36)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2021,0.36 (0.08 to 0.79)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1990,21.78 (8.53 to 37.10)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1990,37.98 (16.44 to 61.25)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1991,22.19 (8.62 to 38.34)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1991,38.31 (16.03 to 62.19)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1992,22.70 (9.09 to 39.14)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1992,38.95 (16.15 to 62.06)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1993,23.18 (9.10 to 40.29)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1993,39.53 (16.44 to 63.05)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1994,23.56 (9.42 to 40.06)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1994,40.12 (16.75 to 63.31)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1995,23.91 (9.74 to 41.03)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1995,40.51 (16.46 to 64.08)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1996,24.23 (9.92 to 41.44)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1996,40.79 (16.84 to 64.49)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1997,24.57 (9.82 to 41.45)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1997,40.99 (16.90 to 64.47)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1998,25.00 (10.56 to 40.75)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1998,41.69 (17.12 to 66.25)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1999,25.44 (10.61 to 42.13)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,1999,42.33 (17.53 to 66.65)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2000,26.02 (10.58 to 42.96)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2000,42.88 (18.16 to 68.09)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2001,26.30 (11.03 to 42.53)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2001,43.34 (18.24 to 68.89)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2002,26.52 (11.05 to 43.96)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2002,43.82 (19.07 to 68.10)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2003,26.99 (10.93 to 44.03)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2003,44.84 (19.40 to 70.02)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2004,27.30 (11.29 to 44.21)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2004,45.57 (19.94 to 70.48)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2005,27.04 (11.06 to 43.82)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2005,45.25 (19.93 to 71.31)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2006,26.07 (10.83 to 42.90)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2006,43.66 (19.41 to 69.54)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2007,25.83 (10.61 to 42.74)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2007,42.72 (18.74 to 67.88)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2008,25.99 (10.76 to 42.86)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2008,42.41 (18.83 to 67.59)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2009,26.42 (10.96 to 44.95)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2009,42.29 (18.89 to 67.38)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2010,26.77 (11.43 to 44.18)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2010,42.21 (18.81 to 67.26)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2011,26.82 (11.25 to 44.87)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2011,42.00 (18.87 to 66.14)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2012,26.91 (11.34 to 44.60)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2012,41.45 (18.50 to 67.71)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2013,27.12 (12.03 to 45.35)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2013,41.09 (18.63 to 67.33)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2014,27.27 (11.98 to 45.03)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2014,40.96 (18.47 to 65.55)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2015,27.50 (11.98 to 46.10)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2015,40.80 (18.24 to 66.43)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2016,27.96 (12.07 to 46.43)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2016,41.11 (18.41 to 66.92)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2017,28.65 (12.03 to 47.60)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2017,41.74 (18.14 to 67.90)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2018,29.25 (12.60 to 49.07)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2018,42.32 (18.28 to 70.25)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2019,29.71 (12.48 to 50.00)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2019,42.57 (18.17 to 68.79)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2020,29.87 (12.43 to 51.62)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2020,42.68 (18.71 to 69.24)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2021,30.22 (12.28 to 51.28)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Diabetes mellitus,Low physical activity,Rate,2021,42.92 (17.80 to 67.97)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1990,5.06 (0.99 to 9.31)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1991,5.06 (0.99 to 9.31)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1992,5.09 (1.06 to 9.38)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1993,5.09 (1.04 to 9.20)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1994,5.13 (1.03 to 9.33)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1995,5.14 (1.03 to 9.24)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1996,5.14 (1.03 to 9.30)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1997,5.12 (1.03 to 9.17)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1998,5.14 (1.04 to 9.13)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,1999,5.19 (1.05 to 9.28)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2000,5.19 (1.09 to 9.37)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2001,5.15 (1.06 to 9.23)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2002,5.07 (1.08 to 9.12)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2003,5.04 (1.04 to 8.97)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2004,5.04 (1.02 to 8.78)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2005,5.02 (1.04 to 8.91)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2006,4.94 (1.04 to 8.95)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2007,4.91 (1.00 to 8.86)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2008,4.88 (0.98 to 8.64)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2009,4.84 (0.96 to 8.45)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2010,4.87 (0.97 to 8.64)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2011,4.86 (0.99 to 8.96)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2012,4.76 (0.92 to 8.75)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2013,4.66 (0.95 to 8.22)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2014,4.60 (0.86 to 8.53)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2015,4.58 (0.88 to 8.06)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2016,4.63 (0.92 to 8.26)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2017,4.75 (0.90 to 8.51)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2018,4.85 (0.96 to 8.96)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2019,4.99 (0.94 to 9.26)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2020,5.07 (0.91 to 8.98)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Breast cancer,Low physical activity,Rate,2021,5.12 (0.92 to 9.65)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1990,14.98 (8.35 to 23.75)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1990,19.38 (11.00 to 29.15)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1991,14.90 (8.30 to 23.69)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1991,19.17 (11.16 to 28.67)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1992,14.80 (8.50 to 22.91)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1992,19.03 (10.83 to 28.84)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1993,14.71 (8.19 to 22.57)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1993,18.83 (10.79 to 27.98)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1994,14.53 (8.09 to 21.99)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1994,18.64 (11.11 to 27.71)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1995,14.48 (8.09 to 23.08)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1995,18.38 (10.70 to 26.47)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1996,14.35 (7.93 to 22.25)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1996,18.04 (10.99 to 27.06)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1997,14.22 (7.64 to 21.90)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1997,17.66 (10.68 to 25.66)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1998,14.15 (7.69 to 22.21)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1998,17.52 (10.39 to 25.51)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1999,14.12 (7.87 to 22.21)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,1999,17.44 (10.44 to 25.35)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2000,14.40 (7.81 to 22.56)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2000,17.32 (10.16 to 25.74)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2001,14.49 (7.71 to 22.22)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2001,17.12 (10.00 to 24.52)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2002,14.50 (7.54 to 22.20)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2002,16.74 (10.26 to 24.25)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2003,14.90 (7.73 to 22.70)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2003,16.68 (9.96 to 24.35)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2004,15.24 (7.65 to 23.02)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2004,16.71 (10.21 to 24.06)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2005,15.15 (7.91 to 22.79)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2005,16.46 (10.06 to 23.35)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2006,14.40 (7.70 to 21.32)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2006,15.72 (9.51 to 22.63)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2007,14.32 (7.41 to 21.61)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2007,15.27 (9.13 to 22.89)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2008,14.56 (7.68 to 22.13)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2008,15.15 (9.22 to 21.40)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2009,14.96 (8.01 to 23.01)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2009,15.04 (9.11 to 21.36)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2010,15.34 (8.04 to 23.88)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2010,14.98 (9.09 to 21.49)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2011,15.55 (8.12 to 24.25)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2011,14.91 (8.93 to 21.63)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2012,15.65 (8.03 to 24.00)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2012,14.48 (8.72 to 21.57)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2013,15.67 (7.80 to 23.64)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2013,14.10 (8.58 to 20.25)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2014,15.59 (8.19 to 23.82)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2014,13.88 (8.33 to 20.55)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2015,15.77 (8.11 to 24.42)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2015,13.84 (8.23 to 20.12)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2016,15.99 (8.41 to 24.56)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2016,14.03 (8.30 to 20.53)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2017,16.08 (8.43 to 25.24)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2017,14.23 (8.16 to 21.34)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2018,16.29 (8.78 to 26.02)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2018,14.45 (8.45 to 22.42)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2019,16.64 (8.67 to 26.42)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2019,14.69 (8.32 to 23.16)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2020,16.91 (8.61 to 26.89)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2020,14.78 (8.57 to 21.93)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2021,17.04 (8.99 to 27.15)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Colon and rectum cancer,Low physical activity,Rate,2021,14.79 (8.04 to 22.44)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1990,10.52 (4.07 to 18.76)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Chronic kidney disease,Low physical activity,Rate,1990,11.89 (4.59 to 21.41)
